0,0.0937498
1,0.0159571
2,0.0000000
3,0.0000000
4,0.0907576
5,0.0159569
6,0.0468750
7,0.0000000
8,0.0000000
9,0.0000000
10,0.0309539
11,0.0159206
12,0.0159574
13,0.0000000
14,0.0309861
15,0.0000000
16,0.0478029
17,0.0000000
18,0.0159576
19,0.0000000
20,0.0000000
21,0.0000000
22,0.0000000
23,0.0468745
24,0.0797870
25,0.0159574
26,0.0927517
27,0.0159574
28,0.0159574
29,0.0000000
30,0.0618346
31,0.1087093
32,0.0000000
33,0.0000000
34,0.0000000
35,0.0319147
36,0.0160351
37,0.0158796
38,0.0309172
39,0.0000000
40,0.0000000
41,0.0000000
42,0.0000000
43,0.0159576
44,0.0000000
45,0.0319145
46,0.0159576
47,0.0149598
48,0.0159574
49,0.0000000
50,0.0000000
51,0.0309172
52,0.1117022
53,0.0448792
54,0.0319149
55,0.0000000
56,0.0000000
57,0.0000000
58,0.0000000
59,0.0468745
60,0.0788262
61,0.0000000
62,0.0000000
63,0.0000000
64,0.0000000
65,0.0000000
66,0.0000000
67,0.0000000
68,0.0309215
69,0.0000000
70,0.0000000
71,0.0478992
72,0.0158901
73,0.0000000
74,0.0000000
75,0.0947456
76,0.0777922
77,0.0468745
78,0.0299199
79,0.1107042
80,0.0478721
81,0.0628324
82,0.0000000
83,0.0319612
84,0.0000000
85,0.0000000
86,0.0000000
87,0.0617878
88,0.0618348
89,0.0478718
90,0.0787892
91,0.0159576
92,0.1107821
93,0.0158789
94,0.1097069
95,0.0149598
96,0.0309174
97,0.0777922
98,0.0319147
99,0.0159571
100,0.0149601
101,0.0000000
102,0.0309172
103,0.0159576
104,0.0000000
105,0.0608373
106,0.0159576
107,0.1077871
108,0.0318391
109,0.0010076
110,0.0150256
111,0.0627561
112,0.0468750
113,0.0309174
114,0.0468745
115,0.0478721
116,0.0000000
117,0.0000000
118,0.0000000
119,0.0309176
120,0.0608370
121,0.0149598
122,0.0000000
123,0.0000000
124,0.0000000
125,0.0619104
126,0.0318391
127,0.0000000
128,0.0000000
129,0.0000000
130,0.0000000
131,0.0319152
132,0.0000000
133,0.0000000
134,0.0000000
135,0.1256633
136,0.0000000
137,0.0947471
138,0.0000000
139,0.1077120
140,0.1246665
141,0.0299203
142,0.0000000
143,0.0000000
144,0.0000000
145,0.0618343
146,0.0159574
147,0.0150282
148,0.0000000
149,0.0000000
150,0.0000000
151,0.0468063
152,0.0927517
153,0.0468750
154,0.0628319
155,0.0000000
156,0.0638292
157,0.0468750
158,0.0149601
159,0.0478718
160,0.0458777
161,0.0777919
162,0.0468745
163,0.0767946
164,0.0000000
165,0.0000000
166,0.0319147
167,0.0757971
168,0.0000000
169,0.0000000
170,0.0000000
171,0.0947468
172,0.1256640
173,0.0628321
174,0.0319147
175,0.0777919
176,0.0927520
177,0.0478723
178,0.0478718
179,0.0000000
180,0.0000000
181,0.0000000
182,0.0468743
183,0.0159581
184,0.0159571
185,0.0000000
186,0.0000000
187,0.0777917
188,0.0149603
189,0.0000000
190,0.0000000
191,0.1077120
192,0.0000000
193,0.0000000
194,0.0159574
195,0.0628316
196,0.0618346
197,0.0000000
198,0.0309179
199,0.0468745
200,0.0000000
201,0.0000000
202,0.0000000
203,0.0000000
204,0.0160329
205,0.0158815
206,0.0159571
207,0.0000000
208,0.0000000
209,0.0000000
210,0.0000000
211,0.0000000
212,0.0000000
213,0.0000000
214,0.0000000
215,0.0000000
216,0.0000000
217,0.0608377
218,0.0309179
219,0.0000000
220,0.0000000
221,0.0638292
222,0.0639048
223,0.0617588
224,0.0160267
225,0.0000000
226,0.0000000
227,0.0000000
228,0.0000000
229,0.0767252
230,0.0309174
231,0.0000000
232,0.0000000
233,0.0309172
234,0.0319147
235,0.0299988
236,0.0318358
237,0.0479233
238,0.0159063
239,0.0478721
240,0.0159571
241,0.0787892
242,0.0000000
243,0.0000000
